序号,学校代码,学校名称,评选结果,排名百分比
1,10058,天津工业大学,A+,前2%或前2名
2,10255,东华大学,A+,前2%或前2名
3,10285,苏州大学,B+,10%～20%
4,10295,江南大学,B,20%～30%
5,10338,浙江理工大学,B,20%～30%
6,10495,武汉纺织大学,B-,30%～40%
7,10709,西安工程大学,C+,40%～50%
8,11065,青岛大学,C+,40%～50%
9,10152,大连工业大学,C,50%～60%
10,10465,中原工学院,C,50%～60%
11,10610,四川大学,C-,60%～70%
