序号,学校代码,学校名称,评选结果,排名百分比
1,10217,哈尔滨工程大学,A+,前2%或前2名
2,10248,上海交通大学,A+,前2%或前2名
3,90038,海军工程大学,B+,10%～20%
4,10056,天津大学,B,20%～30%
5,10151,大连海事大学,B,20%～30%
6,10497,武汉理工大学,B-,30%～40%
7,10699,西北工业大学,B-,30%～40%
8,10141,大连理工大学,C+,40%～50%
9,10487,华中科技大学,C+,40%～50%
10,10289,江苏科技大学,C,50%～60%
11,10254,上海海事大学,C-,60%～70%
12,10335,浙江大学,C-,60%～70%
