序号,学校代码,学校名称,评选结果,排名百分比
1,10004,北京交通大学,A+,前2%或前2名
2,90002,国防科技大学,A+,前2%或前2名
3,10252,上海理工大学,B,20%～30%
4,10027,北京师范大学,B-,30%～40%
5,10673,云南大学,C+,40%～50%
6,11065,青岛大学,C+,40%～50%
7,10610,四川大学,C,50%～60%
8,10637,重庆师范大学,C-,60%～70%
